wk,country,quantity_sum
2015-06-13,montenegro,52215
2015-06-20,montenegro,50232
2015-06-27,montenegro,52553
2015-07-04,montenegro,58599
2015-07-11,montenegro,52092
2015-07-18,montenegro,38899
2015-07-25,montenegro,45002
2015-08-01,montenegro,66028
2015-08-08,montenegro,64681
2015-08-15,montenegro,57655
2015-08-22,montenegro,56135
2015-08-29,montenegro,58806
2015-09-05,montenegro,50771
2015-09-12,montenegro,49075
2015-09-19,montenegro,48838
2015-09-26,montenegro,46423
2015-10-03,montenegro,30553
2015-10-10,montenegro,46260
2015-10-17,montenegro,47123
2015-10-24,montenegro,48130
2015-10-31,montenegro,49421
2015-11-07,montenegro,50858
2015-11-14,montenegro,50860
2015-11-21,montenegro,52181
2015-11-28,montenegro,56880
2015-12-05,montenegro,58256
2015-12-12,montenegro,61888
2015-12-19,montenegro,60986
2015-12-26,montenegro,61950
2016-01-02,montenegro,59945
2016-01-09,montenegro,56907
2016-01-16,montenegro,65597
2016-01-23,montenegro,63670
2016-01-30,montenegro,57743
2016-02-06,montenegro,58941
2016-02-13,montenegro,52932
2016-02-20,montenegro,54560
2016-02-27,montenegro,54184
2016-03-05,montenegro,55756
2016-03-12,montenegro,54730
2016-03-19,montenegro,52154
2016-03-26,montenegro,52486
2016-04-02,montenegro,44888
2016-04-09,montenegro,44636
2016-04-16,montenegro,43854
2016-04-23,montenegro,49015
2016-04-30,montenegro,46146
2016-05-07,montenegro,44453
2016-05-14,montenegro,46110
2016-05-21,montenegro,44171
2016-05-28,montenegro,44361
2016-06-04,montenegro,45068
2016-06-11,montenegro,44654
2016-06-18,montenegro,49242
2016-06-25,montenegro,52577
2016-07-02,montenegro,54367
2016-07-09,montenegro,58033
2016-07-16,montenegro,52096
2016-07-23,montenegro,59270
2016-07-30,montenegro,60330
2016-08-06,montenegro,56835
2016-08-13,montenegro,53674
2016-08-20,montenegro,55200
2016-08-27,montenegro,52351
2016-09-03,montenegro,49653
2016-09-10,montenegro,48421
2016-09-17,montenegro,46799
2016-09-24,montenegro,46458
2016-10-01,montenegro,46267
2016-10-08,montenegro,49421
2016-10-15,montenegro,46880
2016-10-22,montenegro,46847
2016-10-29,montenegro,49587
2016-11-05,montenegro,50185
2016-11-12,montenegro,56863
2016-11-19,montenegro,52467
2016-11-26,montenegro,57829
2016-12-03,montenegro,60871
2016-12-10,montenegro,63070
2016-12-17,montenegro,65850
2016-12-24,montenegro,64335
2016-12-31,montenegro,64544
2017-01-07,montenegro,77249
2017-01-14,montenegro,69081
2017-01-21,montenegro,67071
2017-01-28,montenegro,66255
2017-02-04,montenegro,57549
2017-02-11,montenegro,58899
2017-02-18,montenegro,60180
2017-02-25,montenegro,56444
2017-03-04,montenegro,54713
2017-03-11,montenegro,54106
2017-03-18,montenegro,48676
2017-03-25,montenegro,47271
2017-04-01,montenegro,46947
2017-04-08,montenegro,47239
2017-04-15,montenegro,48118
2017-04-22,montenegro,50625
2017-04-29,montenegro,45739
2017-05-06,montenegro,45926
2017-05-13,montenegro,44849
2017-05-20,montenegro,45348
2017-05-27,montenegro,45657
2017-06-03,montenegro,48060
2017-06-10,montenegro,50391
2017-06-17,montenegro,51694
2017-06-24,montenegro,57837
2017-07-01,montenegro,55638
2017-07-08,montenegro,62109
2017-07-15,montenegro,58206
2017-07-22,montenegro,61598
2017-07-29,montenegro,65772
2017-08-05,montenegro,71037
2017-08-12,montenegro,61063
2017-08-19,montenegro,58334
2017-08-26,montenegro,57412
2017-09-02,montenegro,51344
2017-09-09,montenegro,50376
2017-09-16,montenegro,49343
2017-09-23,montenegro,49703
2017-09-30,montenegro,48966
2017-10-07,montenegro,49970
2017-10-14,montenegro,48467
2017-10-21,montenegro,50123
2017-10-28,montenegro,53321
2017-11-04,montenegro,54227
2017-11-11,montenegro,53758
2017-11-18,montenegro,56729
2017-11-25,montenegro,60414
2017-12-02,montenegro,60907
2017-12-09,montenegro,61000
2017-12-16,montenegro,64524
2017-12-23,montenegro,53277
2017-12-30,montenegro,61361
2018-01-06,montenegro,57297
2018-01-13,montenegro,61367
2018-01-20,montenegro,64587
2018-01-27,montenegro,63616
2018-02-03,montenegro,60173
2018-02-10,montenegro,63536
2018-02-17,montenegro,63569
2018-02-24,montenegro,68891
2018-03-03,montenegro,59320
2018-03-10,montenegro,55231
2018-03-17,montenegro,57572
2018-03-24,montenegro,60907
2018-03-31,montenegro,53969
2018-04-07,montenegro,45801
2018-04-14,montenegro,45281
2018-04-21,montenegro,44277
2018-04-28,montenegro,43734
2018-05-05,montenegro,44843
2018-05-12,montenegro,45019
2018-05-19,montenegro,44721
2018-05-26,montenegro,48205
2018-06-02,montenegro,50362
2018-06-09,montenegro,51641
2018-06-16,montenegro,51396
2018-06-23,montenegro,50351
2018-06-30,montenegro,53453
2018-07-07,montenegro,55350
2018-07-14,montenegro,58476
2018-07-21,montenegro,60186
2018-07-28,montenegro,63214
2018-08-04,montenegro,67598
2018-08-11,montenegro,65100
2018-08-18,montenegro,64183
2018-08-25,montenegro,59067
2018-09-01,montenegro,55358
2018-09-08,montenegro,54299
2018-09-15,montenegro,52552
2018-09-22,montenegro,49152
2018-09-29,montenegro,47936
2018-10-06,montenegro,47089
2018-10-13,montenegro,46985
2018-10-20,montenegro,47463
2018-10-27,montenegro,51018
2018-11-03,montenegro,62000
2018-11-10,montenegro,64244
2018-11-17,montenegro,67319
2018-11-24,montenegro,73877
2018-12-01,montenegro,59929
2018-12-08,montenegro,62273
2018-12-15,montenegro,65088
2018-12-22,montenegro,63227
2018-12-29,montenegro,62888
2019-01-05,montenegro,68347
2019-01-12,montenegro,69727
2019-01-19,montenegro,65226
2019-01-26,montenegro,65137
2019-02-02,montenegro,59480
2019-02-09,montenegro,62752
2019-02-16,montenegro,59559
2019-02-23,montenegro,62742
2019-03-02,montenegro,55185
2019-03-09,montenegro,55213
2019-03-16,montenegro,51713
2019-03-23,montenegro,48992
2019-03-30,montenegro,47550
2019-04-06,montenegro,50462
2019-04-13,montenegro,49292
2019-04-20,montenegro,46782
2019-04-27,montenegro,46990
2019-05-04,montenegro,51317
2019-05-11,montenegro,49594
2019-05-18,montenegro,46752
2019-05-25,montenegro,48316
2019-06-01,montenegro,47321
2019-06-08,montenegro,51161
2019-06-15,montenegro,54706
2019-06-22,montenegro,58434
2019-06-29,montenegro,60599
2019-07-06,montenegro,58869
2019-07-13,montenegro,54859
2019-07-20,montenegro,62439
2019-07-27,montenegro,60345
2019-08-03,montenegro,61815
2019-08-10,montenegro,68348
2019-08-17,montenegro,62285
2019-08-24,montenegro,63303
2019-08-31,montenegro,59302
2019-09-07,montenegro,54162
2019-09-14,montenegro,52818
2019-09-21,montenegro,50482
2019-09-28,montenegro,49432
2019-10-05,montenegro,49015
2019-10-12,montenegro,48780
2019-10-19,montenegro,48525
2019-10-26,montenegro,49006
2019-11-02,montenegro,50781
2019-11-09,montenegro,52510
2019-11-16,montenegro,52990
2019-11-23,montenegro,55085
2019-11-30,montenegro,59889
2019-12-07,montenegro,60408
2019-12-14,montenegro,59840
2019-12-21,montenegro,59688
2019-12-28,montenegro,64330
2020-01-04,montenegro,63205
2020-01-11,montenegro,64006
2020-01-18,montenegro,65213
2020-01-25,montenegro,63356
2020-02-01,montenegro,62007
2020-02-08,montenegro,62205
2020-02-15,montenegro,60029
2020-02-22,montenegro,59047
2020-02-29,montenegro,59092
2020-03-07,montenegro,58386
2020-03-14,montenegro,53058
2020-03-21,montenegro,55921
2020-03-28,montenegro,54298
2020-04-04,montenegro,49081
2020-04-11,montenegro,46277
2020-04-18,montenegro,37577
2020-04-25,montenegro,43458
2020-05-02,montenegro,36996
2020-05-09,montenegro,42946
2020-05-16,montenegro,43721
2020-05-23,montenegro,43667
2020-05-30,montenegro,44291
2020-06-06,montenegro,44288
2020-06-13,montenegro,44497
2020-06-20,montenegro,44613
2020-06-27,montenegro,49332
2020-07-04,montenegro,48945
2020-07-11,montenegro,47581
2020-07-18,montenegro,49821
2020-07-25,montenegro,53789
2020-08-01,montenegro,52383
2020-08-08,montenegro,52348
2020-08-15,montenegro,52349
2020-08-22,montenegro,53317
2020-08-29,montenegro,51651
2020-09-05,montenegro,51034
2020-09-12,montenegro,53779
2020-09-19,montenegro,48512
2020-09-26,montenegro,45152
2020-10-03,montenegro,44009
2020-10-10,montenegro,45429
2020-10-17,montenegro,46967
2020-10-24,montenegro,48918
2020-10-31,montenegro,48557
2020-11-07,montenegro,50873
2020-11-14,montenegro,53037
2020-11-21,montenegro,57337
2020-11-28,montenegro,59793
2020-12-05,montenegro,58452
2020-12-12,montenegro,59581
2020-12-19,montenegro,61025
2020-12-26,montenegro,57120
2021-01-02,montenegro,54777
2021-01-09,montenegro,58150
2021-01-16,montenegro,66725
2021-01-23,montenegro,62112
2021-01-30,montenegro,58975
2021-02-06,montenegro,54737
2021-02-13,montenegro,65560
2021-02-20,montenegro,55798
2021-02-27,montenegro,51247
2021-03-06,montenegro,57112
2021-03-13,montenegro,55853
2021-03-20,montenegro,59383
2021-03-27,montenegro,49701
2021-04-03,montenegro,49912
2021-04-10,montenegro,50979
2021-04-17,montenegro,52963
2021-04-24,montenegro,44977
2021-05-01,montenegro,39679
2021-05-08,montenegro,39052
2021-05-15,montenegro,40208
2021-05-22,montenegro,39072
2021-05-29,montenegro,40562
2021-06-05,montenegro,41485
2021-06-12,montenegro,43469
2021-06-19,montenegro,50325
2021-06-26,montenegro,56020
2021-07-03,montenegro,57816
2021-07-10,montenegro,61321
2021-07-17,montenegro,56873
2021-07-24,montenegro,65312
2021-07-31,montenegro,68028
2021-08-07,montenegro,66188
2021-08-14,montenegro,66476
2021-08-21,montenegro,58984
2021-08-28,montenegro,51223
2021-09-04,montenegro,50850
2021-09-11,montenegro,50649
2021-09-18,montenegro,48687
2021-09-25,montenegro,47575
2021-10-02,montenegro,47160
2021-10-09,montenegro,50987
2021-10-16,montenegro,50873
2021-10-23,montenegro,51746
2021-10-30,montenegro,52506
2021-11-06,montenegro,49201
2021-11-13,montenegro,53368
2021-11-20,montenegro,54710
2021-11-27,montenegro,56473
2021-12-04,montenegro,59017
2021-12-11,montenegro,62419
2021-12-18,montenegro,64778
2021-12-25,montenegro,52376
2022-01-01,montenegro,44029
2022-01-08,montenegro,52141
2022-01-15,montenegro,53297
2022-01-22,montenegro,60591
2022-01-29,montenegro,58066
2022-02-05,montenegro,54942
2022-02-12,montenegro,53355
2022-02-19,montenegro,48721
2022-02-26,montenegro,52934
2022-03-05,montenegro,57117
2022-03-12,montenegro,55295
2022-03-19,montenegro,49248
2022-03-26,montenegro,43851
2022-04-02,montenegro,45147
2022-04-09,montenegro,39476
2022-04-16,montenegro,39819
2022-04-23,montenegro,33707
2022-04-30,montenegro,32626
2022-05-07,montenegro,32246
2022-05-14,montenegro,33207
2022-05-21,montenegro,34582
2022-05-28,montenegro,37767
2022-06-04,montenegro,42730
2022-06-11,montenegro,41643
2022-06-18,montenegro,46445
2022-06-25,montenegro,52599
2022-07-02,montenegro,55420
2022-07-09,montenegro,46325
2022-07-16,montenegro,55709
2022-07-23,montenegro,61862
2022-07-30,montenegro,59994
2022-08-06,montenegro,62919
2022-08-13,montenegro,51665
2022-08-20,montenegro,53123
2022-08-27,montenegro,51248
2022-09-03,montenegro,47192
2022-09-10,montenegro,42860
2022-09-17,montenegro,38732
2022-09-24,montenegro,37428
2022-10-01,montenegro,35783
2022-10-08,montenegro,38062
2022-10-15,montenegro,40540
2022-10-22,montenegro,42360
2022-10-29,montenegro,42269
2022-11-05,montenegro,43578
2022-11-12,montenegro,45932
2022-11-19,montenegro,46414
2022-11-26,montenegro,51783
2022-12-03,montenegro,51222
2022-12-10,montenegro,50610
2022-12-17,montenegro,50605
2022-12-24,montenegro,54243
2022-12-31,montenegro,51495
2023-01-07,montenegro,53788
2023-01-14,montenegro,53643
2023-01-21,montenegro,56278
2023-01-28,montenegro,59882
2023-02-04,montenegro,68236
2023-02-11,montenegro,61019
2023-02-18,montenegro,52965
2023-02-25,montenegro,49538
2023-03-04,montenegro,49333
2023-03-11,montenegro,47339
2023-03-18,montenegro,45302
2023-03-25,montenegro,44359
2023-04-01,montenegro,47112
2023-04-08,montenegro,45799
2023-04-15,montenegro,41150
2023-04-22,montenegro,36801
2023-04-29,montenegro,35025
2023-05-06,montenegro,32930
2023-05-13,montenegro,35216
2023-05-20,montenegro,29864
2023-05-27,montenegro,32436
2023-06-03,montenegro,35710
2023-06-10,montenegro,37530
2023-06-17,montenegro,39206
2023-06-24,montenegro,43895
2023-07-01,montenegro,44245
2015-01-03,netherlands,7968121
2015-01-10,netherlands,7084793
2015-01-17,netherlands,7103120
2015-01-24,netherlands,7321503
2015-01-31,netherlands,7056228
2015-02-07,netherlands,7018376
2015-02-14,netherlands,6693427
2015-02-21,netherlands,6811318
2015-02-28,netherlands,6664920
2015-03-07,netherlands,6449412
2015-03-14,netherlands,6539560
2015-03-21,netherlands,6518217
2015-03-28,netherlands,6499317
2015-04-04,netherlands,6064503
2015-04-11,netherlands,6042931
2015-04-18,netherlands,6078635
2015-04-25,netherlands,5904535
2015-05-02,netherlands,5816848
2015-05-09,netherlands,5692738
2015-05-16,netherlands,5995399
2015-05-23,netherlands,5719520
2015-05-30,netherlands,6003034
2015-06-06,netherlands,5890406
2015-06-13,netherlands,6003188
2015-06-20,netherlands,5963573
2015-06-27,netherlands,6252105
2015-07-04,netherlands,6226285
2015-07-11,netherlands,6025181
2015-07-18,netherlands,5836055
2015-07-25,netherlands,5645151
2015-08-01,netherlands,5536140
2015-08-08,netherlands,5833246
2015-08-15,netherlands,6029476
2015-08-22,netherlands,6173646
2015-08-29,netherlands,6225218
2015-09-05,netherlands,6075198
2015-09-12,netherlands,6210012
2015-09-19,netherlands,6188840
2015-09-26,netherlands,6132073
2015-10-03,netherlands,6404701
2015-10-10,netherlands,6486081
2015-10-17,netherlands,6548194
2015-10-24,netherlands,6466928
2015-10-31,netherlands,6615594
2015-11-07,netherlands,6684378
2015-11-14,netherlands,6805690
2015-11-21,netherlands,6954915
2015-11-28,netherlands,6969944
2015-12-05,netherlands,6936431
2015-12-12,netherlands,6986331
2015-12-19,netherlands,6676653
2015-12-26,netherlands,6258217
2016-01-02,netherlands,7913546
2016-01-09,netherlands,8011987
2016-01-16,netherlands,8170021
2016-01-23,netherlands,7897282
2016-01-30,netherlands,7975940
2016-02-06,netherlands,7806889
2016-02-13,netherlands,7989502
2016-02-20,netherlands,7805535
2016-02-27,netherlands,7750166
2016-03-05,netherlands,7686227
2016-03-12,netherlands,7497787
2016-03-19,netherlands,7579004
2016-03-26,netherlands,7062509
2016-04-02,netherlands,7182748
2016-04-09,netherlands,7034627
2016-04-16,netherlands,7057757
2016-04-23,netherlands,7009524
2016-04-30,netherlands,6683413
2016-05-07,netherlands,7074895
2016-05-14,netherlands,6795026
2016-05-21,netherlands,7168014
2016-05-28,netherlands,7137050
2016-06-04,netherlands,7051890
2016-06-11,netherlands,7139598
2016-06-18,netherlands,7250580
2016-06-25,netherlands,7163422
2016-07-02,netherlands,7024793
2016-07-09,netherlands,7095358
2016-07-16,netherlands,7248296
2016-07-23,netherlands,7085919
2016-07-30,netherlands,6783540
2016-08-06,netherlands,6624596
2016-08-13,netherlands,6684897
2016-08-20,netherlands,7141311
2016-08-27,netherlands,7225490
2016-09-03,netherlands,7282255
2016-09-10,netherlands,7481891
2016-09-17,netherlands,7243551
2016-09-24,netherlands,7239707
2016-10-01,netherlands,7219270
2016-10-08,netherlands,7391703
2016-10-15,netherlands,7509545
2016-10-22,netherlands,7616374
2016-10-29,netherlands,7598879
2016-11-05,netherlands,7901321
2016-11-12,netherlands,7973105
2016-11-19,netherlands,7880925
2016-11-26,netherlands,8038527
2016-12-03,netherlands,8132166
2016-12-10,netherlands,8174992
2016-12-17,netherlands,8220382
2016-12-24,netherlands,7405336
2016-12-31,netherlands,7860746
2017-01-07,netherlands,8148852
2017-01-14,netherlands,8274417
2017-01-21,netherlands,8278810
2017-01-28,netherlands,8087144
2017-02-04,netherlands,8155864
2017-02-11,netherlands,8093284
2017-02-18,netherlands,7883719
2017-02-25,netherlands,7814716
2017-03-04,netherlands,7806244
2017-03-11,netherlands,7360259
2017-03-18,netherlands,7347279
2017-03-25,netherlands,6992937
2017-04-01,netherlands,7014856
2017-04-08,netherlands,7035523
2017-04-15,netherlands,6827108
2017-04-22,netherlands,6848464
2017-04-29,netherlands,7089217
2017-05-06,netherlands,6987686
2017-05-13,netherlands,7058390
2017-05-20,netherlands,6727978
2017-05-27,netherlands,7165995
2017-06-03,netherlands,6824731
2017-06-10,netherlands,7075048
2017-06-17,netherlands,7329553
2017-06-24,netherlands,7216421
2017-07-01,netherlands,7218822
2017-07-08,netherlands,7189386
2017-07-15,netherlands,7198496
2017-07-22,netherlands,6923809
2017-07-29,netherlands,6793027
2017-08-05,netherlands,6614792
2017-08-12,netherlands,6787409
2017-08-19,netherlands,6865292
2017-08-26,netherlands,7258038
2017-09-02,netherlands,7175079
2017-09-09,netherlands,7160981
2017-09-16,netherlands,7243160
2017-09-23,netherlands,7260138
2017-09-30,netherlands,7361535
2017-10-07,netherlands,7463699
2017-10-14,netherlands,7339127
2017-10-21,netherlands,7559155
2017-10-28,netherlands,7641055
2017-11-04,netherlands,7777135
2017-11-11,netherlands,7890810
2017-11-18,netherlands,7928404
2017-11-25,netherlands,8152526
2017-12-02,netherlands,8234492
2017-12-09,netherlands,8531640
2017-12-16,netherlands,8358285
2017-12-23,netherlands,7421376
2017-12-30,netherlands,7704026
2018-01-06,netherlands,8210269
2018-01-13,netherlands,8252039
2018-01-20,netherlands,8179066
2018-01-27,netherlands,8176909
2018-02-03,netherlands,8203044
2018-02-10,netherlands,8050994
2018-02-17,netherlands,7995675
2018-02-24,netherlands,8118505
2018-03-03,netherlands,7885429
2018-03-10,netherlands,7657783
2018-03-17,netherlands,7851934
2018-03-24,netherlands,7570680
2018-03-31,netherlands,7127501
2018-04-07,netherlands,7134705
2018-04-14,netherlands,7077266
2018-04-21,netherlands,7005217
2018-04-28,netherlands,7096454
2018-05-05,netherlands,6726794
2018-05-12,netherlands,6964616
2018-05-19,netherlands,6832026
2018-05-26,netherlands,7313344
2018-06-02,netherlands,7105005
2018-06-09,netherlands,7021893
2018-06-16,netherlands,7080134
2018-06-23,netherlands,6976082
2018-06-30,netherlands,7143346
2018-07-07,netherlands,7155588
2018-07-14,netherlands,7131783
2018-07-21,netherlands,7265134
2018-07-28,netherlands,7114899
2018-08-04,netherlands,7102506
2018-08-11,netherlands,6953290
2018-08-18,netherlands,7190567
2018-08-25,netherlands,7100055
2018-09-01,netherlands,7273558
2018-09-08,netherlands,7294812
2018-09-15,netherlands,7230806
2018-09-22,netherlands,7276945
2018-09-29,netherlands,7249103
2018-10-06,netherlands,7239647
2018-10-13,netherlands,7358514
2018-10-20,netherlands,7469144
2018-10-27,netherlands,7734396
2018-11-03,netherlands,7745775
2018-11-10,netherlands,7783938
2018-11-17,netherlands,8065833
2018-11-24,netherlands,8266276
2018-12-01,netherlands,8190157
2018-12-08,netherlands,8364435
2018-12-15,netherlands,8435581
2018-12-22,netherlands,7469209
2018-12-29,netherlands,7573870
2019-01-05,netherlands,8209470
2019-01-12,netherlands,8219633
2019-01-19,netherlands,8403763
2019-01-26,netherlands,8334236
2019-02-02,netherlands,8387394
2019-02-09,netherlands,8150210
2019-02-16,netherlands,7812508
2019-02-23,netherlands,7592547
2019-03-02,netherlands,7881513
2019-03-09,netherlands,8094229
2019-03-16,netherlands,7758135
2019-03-23,netherlands,7563576
2019-03-30,netherlands,7331022
2019-04-06,netherlands,7097830
2019-04-13,netherlands,7142417
2019-04-20,netherlands,6844639
2019-04-27,netherlands,7207638
2019-05-04,netherlands,7236518
2019-05-11,netherlands,6820997
2019-05-18,netherlands,6913157
2019-05-25,netherlands,6678449
2019-06-01,netherlands,6905287
2019-06-08,netherlands,6727330
2019-06-15,netherlands,6939135
2019-06-22,netherlands,7109470
2019-06-29,netherlands,6990508
2019-07-06,netherlands,7025331
2019-07-13,netherlands,7004814
2019-07-20,netherlands,7143631
2019-07-27,netherlands,6897817
2019-08-03,netherlands,6795406
2019-08-10,netherlands,6871800
2019-08-17,netherlands,6941888
2019-08-24,netherlands,7308700
2019-08-31,netherlands,7071004
2019-09-07,netherlands,7061997
2019-09-14,netherlands,7064951
2019-09-21,netherlands,7278580
2019-09-28,netherlands,7366428
2019-10-05,netherlands,7525957
2019-10-12,netherlands,7521337
2019-10-19,netherlands,7523081
2019-10-26,netherlands,7525613
2019-11-02,netherlands,7800752
2019-11-09,netherlands,7924600
2019-11-16,netherlands,8038498
2019-11-23,netherlands,8017360
2019-11-30,netherlands,8156044
2019-12-07,netherlands,8125376
2019-12-14,netherlands,7787144
2019-12-21,netherlands,7399205
2019-12-28,netherlands,7463212
2020-01-04,netherlands,8010867
2020-01-11,netherlands,7999687
2020-01-18,netherlands,8095657
2020-01-25,netherlands,8055565
2020-02-01,netherlands,7918951
2020-02-08,netherlands,7950799
2020-02-15,netherlands,7790989
2020-02-22,netherlands,7859586
2020-02-29,netherlands,7671699
2020-03-07,netherlands,7476435
2020-03-14,netherlands,7110941
2020-03-21,netherlands,6595983
2020-03-28,netherlands,6613003
2020-04-04,netherlands,6234350
2020-04-11,netherlands,6160897
2020-04-18,netherlands,6241893
2020-04-25,netherlands,6288781
2020-05-02,netherlands,6155736
2020-05-09,netherlands,6432148
2020-05-16,netherlands,6201350
2020-05-23,netherlands,6305788
2020-05-30,netherlands,6203770
2020-06-06,netherlands,6534139
2020-06-13,netherlands,6586998
2020-06-20,netherlands,6437598
2020-06-27,netherlands,6659775
2020-07-04,netherlands,6807429
2020-07-11,netherlands,6424522
2020-07-18,netherlands,6294496
2020-07-25,netherlands,6326629
2020-08-01,netherlands,6328087
2020-08-08,netherlands,7125097
2020-08-15,netherlands,6930902
2020-08-22,netherlands,6812713
2020-08-29,netherlands,6783471
2020-09-05,netherlands,6883733
2020-09-12,netherlands,6850904
2020-09-19,netherlands,6725005
2020-09-26,netherlands,7159111
2020-10-03,netherlands,7228074
2020-10-10,netherlands,7059400
2020-10-17,netherlands,7189922
2020-10-24,netherlands,7291067
2020-10-31,netherlands,7312591
2020-11-07,netherlands,7384623
2020-11-14,netherlands,7529867
2020-11-21,netherlands,7696292
2020-11-28,netherlands,7979786
2020-12-05,netherlands,8061604
2020-12-12,netherlands,7873665
2020-12-19,netherlands,7651785
2020-12-26,netherlands,7437304
2021-01-02,netherlands,7928560
2021-01-09,netherlands,7886683
2021-01-16,netherlands,7905799
2021-01-23,netherlands,7795807
2021-01-30,netherlands,7857891
2021-02-06,netherlands,8129916
2021-02-13,netherlands,7729271
2021-02-20,netherlands,6982772
2021-02-27,netherlands,7214764
2021-03-06,netherlands,7373880
2021-03-13,netherlands,7294480
2021-03-20,netherlands,6893650
2021-03-27,netherlands,6446747
2021-04-03,netherlands,6699421
2021-04-10,netherlands,6643650
2021-04-17,netherlands,6234896
2021-04-24,netherlands,6049270
2021-05-01,netherlands,6443677
2021-05-08,netherlands,6290076
2021-05-15,netherlands,6357607
2021-05-22,netherlands,6425370
2021-05-29,netherlands,6010445
2021-06-05,netherlands,6315622
2021-06-12,netherlands,6377184
2021-06-19,netherlands,6584617
2021-06-26,netherlands,6741924
2021-07-03,netherlands,6582809
2021-07-10,netherlands,6880440
2021-07-17,netherlands,6262352
2021-07-24,netherlands,6426783
2021-07-31,netherlands,6204064
2021-08-07,netherlands,6126306
2021-08-14,netherlands,6482420
2021-08-21,netherlands,6423470
2021-08-28,netherlands,6691299
2021-09-04,netherlands,6536611
2021-09-11,netherlands,6803061
2021-09-18,netherlands,6626773
2021-09-25,netherlands,6964306
2021-10-02,netherlands,6926276
2021-10-09,netherlands,6900084
2021-10-16,netherlands,7127176
2021-10-23,netherlands,7054363
2021-10-30,netherlands,7427940
2021-11-06,netherlands,7491492
2021-11-13,netherlands,7664806
2021-11-20,netherlands,7632703
2021-11-27,netherlands,7812175
2021-12-04,netherlands,7888197
2021-12-11,netherlands,7779576
2021-12-18,netherlands,7774385
2021-12-25,netherlands,7276007
2022-01-01,netherlands,7314967
2022-01-08,netherlands,7780489
2022-01-15,netherlands,7833532
2022-01-22,netherlands,7857368
2022-01-29,netherlands,7575437
2022-02-05,netherlands,7466514
2022-02-12,netherlands,7231944
2022-02-19,netherlands,7308215
2022-02-26,netherlands,6720176
2022-03-05,netherlands,6506480
2022-03-12,netherlands,6564147
2022-03-19,netherlands,6204557
2022-03-26,netherlands,6399022
2022-04-02,netherlands,6892522
2022-04-09,netherlands,6205735
2022-04-16,netherlands,5674138
2022-04-23,netherlands,5916188
2022-04-30,netherlands,6089801
2022-05-07,netherlands,5959348
2022-05-14,netherlands,6114612
2022-05-21,netherlands,5930763
2022-05-28,netherlands,5955169
2022-06-04,netherlands,6041637
2022-06-11,netherlands,5695516
2022-06-18,netherlands,5940465
2022-06-25,netherlands,6200898
2022-07-02,netherlands,6026700
2022-07-09,netherlands,6221894
2022-07-16,netherlands,6266273
2022-07-23,netherlands,5947995
2022-07-30,netherlands,5997083
2022-08-06,netherlands,5640493
2022-08-13,netherlands,6336322
2022-08-20,netherlands,6185859
2022-08-27,netherlands,5918019
2022-09-03,netherlands,6307208
2022-09-10,netherlands,6289337
2022-09-17,netherlands,6160738
2022-09-24,netherlands,6483263
2022-10-01,netherlands,6247220
2022-10-08,netherlands,6323223
2022-10-15,netherlands,6455721
2022-10-22,netherlands,6380340
2022-10-29,netherlands,6485770
2022-11-05,netherlands,6857326
2022-11-12,netherlands,6854941
2022-11-19,netherlands,7269785
2022-11-26,netherlands,7377157
2022-12-03,netherlands,7619007
2022-12-10,netherlands,7847854
2022-12-17,netherlands,7657487
2022-12-24,netherlands,6766084
2022-12-31,netherlands,6994711
2023-01-07,netherlands,7222691
2023-01-14,netherlands,7435522
2023-01-21,netherlands,7700763
2023-01-28,netherlands,7296844
2023-02-04,netherlands,7017539
2023-02-11,netherlands,6880077
2023-02-18,netherlands,7023849
2023-02-25,netherlands,6386690
2023-03-04,netherlands,7063296
2023-03-11,netherlands,6467312
2023-03-18,netherlands,6426030
2023-03-25,netherlands,6265422
2023-04-01,netherlands,7214396
2023-04-08,netherlands,6887809
2023-04-15,netherlands,6945014
2023-04-22,netherlands,6869317
2023-04-29,netherlands,6764342
2023-05-06,netherlands,6952408
2023-05-13,netherlands,6677213
2023-05-20,netherlands,6762926
2023-05-27,netherlands,6487867
2023-06-03,netherlands,6745286
2023-06-10,netherlands,7106330
2023-06-17,netherlands,7184392
2023-06-24,netherlands,5913531
2023-07-01,netherlands,5249220
2015-01-10,north_macedonia,28588
2015-01-17,north_macedonia,158388
2015-01-24,north_macedonia,154706
2015-01-31,north_macedonia,151934
2015-02-07,north_macedonia,161901
2015-02-14,north_macedonia,132630
2015-02-21,north_macedonia,148202
2015-02-28,north_macedonia,139990
2015-03-07,north_macedonia,157065
2015-03-14,north_macedonia,150334
2015-03-21,north_macedonia,150828
2015-03-28,north_macedonia,117791
2015-04-04,north_macedonia,150079
2015-04-11,north_macedonia,120518
2015-04-18,north_macedonia,120519
2015-04-25,north_macedonia,115003
2015-05-02,north_macedonia,110293
2015-05-09,north_macedonia,55633
2015-05-16,north_macedonia,108000
2015-05-23,north_macedonia,101489
2015-05-30,north_macedonia,105146
2015-06-06,north_macedonia,96431
2015-06-13,north_macedonia,67405
2015-06-20,north_macedonia,98391
2015-06-27,north_macedonia,65698
2015-07-04,north_macedonia,87515
2015-07-11,north_macedonia,103983
2015-07-18,north_macedonia,111365
2015-07-25,north_macedonia,91350
2015-08-01,north_macedonia,86587
2015-08-08,north_macedonia,105384
2015-08-15,north_macedonia,107105
2015-08-22,north_macedonia,103994
