wk,country,quantity_sum
2018-08-18,estonia,113123
2018-08-25,estonia,117614
2018-09-01,estonia,117275
2018-09-08,estonia,117706
2018-09-15,estonia,113048
2018-09-22,estonia,121122
2018-09-29,estonia,126277
2018-10-06,estonia,130185
2018-10-13,estonia,122660
2018-10-20,estonia,131247
2018-10-27,estonia,141040
2018-11-03,estonia,136570
2018-11-10,estonia,140992
2018-11-17,estonia,142884
2018-11-24,estonia,153505
2018-12-01,estonia,157742
2018-12-08,estonia,153220
2018-12-15,estonia,163201
2018-12-22,estonia,141844
2018-12-29,estonia,141583
2019-01-05,estonia,162247
2019-01-12,estonia,163472
2019-01-19,estonia,175270
2019-01-26,estonia,178099
2019-02-02,estonia,163552
2019-02-09,estonia,155605
2019-02-16,estonia,149902
2019-02-23,estonia,149419
2019-03-02,estonia,156653
2019-03-09,estonia,151810
2019-03-16,estonia,146780
2019-03-23,estonia,141075
2019-03-30,estonia,137127
2019-04-06,estonia,138348
2019-04-13,estonia,133361
2019-04-20,estonia,120507
2019-04-27,estonia,117977
2019-05-04,estonia,122442
2019-05-11,estonia,123399
2019-05-18,estonia,119232
2019-05-25,estonia,122968
2019-06-01,estonia,115602
2019-06-08,estonia,117606
2019-06-15,estonia,115854
2019-06-22,estonia,105203
2019-06-29,estonia,109304
2019-07-06,estonia,108739
2019-07-13,estonia,106033
2019-07-20,estonia,109684
2019-07-27,estonia,113772
2019-08-03,estonia,117586
2019-08-10,estonia,115611
2019-08-17,estonia,115075
2019-08-24,estonia,117753
2019-08-31,estonia,117353
2019-09-07,estonia,117557
2019-09-14,estonia,125875
2019-09-21,estonia,129950
2019-09-28,estonia,127235
2019-10-05,estonia,139652
2019-10-12,estonia,135437
2019-10-19,estonia,133074
2019-10-26,estonia,141746
2019-11-02,estonia,147239
2019-11-09,estonia,142282
2019-11-16,estonia,143809
2019-11-23,estonia,158561
2019-11-30,estonia,157133
2019-12-07,estonia,154551
2019-12-14,estonia,149919
2019-12-21,estonia,132075
2019-12-28,estonia,137294
2020-01-04,estonia,150548
2020-01-11,estonia,149828
2020-01-18,estonia,151314
2020-01-25,estonia,150346
2020-02-01,estonia,154011
2020-02-08,estonia,153042
2020-02-15,estonia,152634
2020-02-22,estonia,149798
2020-02-29,estonia,152547
2020-03-07,estonia,145739
2020-03-14,estonia,143568
2020-03-21,estonia,138460
2020-03-28,estonia,136556
2020-04-04,estonia,126426
2020-04-11,estonia,129055
2020-04-18,estonia,123389
2020-04-25,estonia,128033
2020-05-02,estonia,116007
2020-05-09,estonia,119935
2020-05-16,estonia,120155
2020-05-23,estonia,111462
2020-05-30,estonia,111433
2020-06-06,estonia,115067
2020-06-13,estonia,111087
2020-06-20,estonia,96357
2020-06-27,estonia,109799
2020-07-04,estonia,108971
2020-07-11,estonia,101465
2020-07-18,estonia,103319
2020-07-25,estonia,107105
2020-08-01,estonia,110456
2020-08-08,estonia,113336
2020-08-15,estonia,109237
2020-08-22,estonia,112450
2020-08-29,estonia,115213
2020-09-05,estonia,119569
2020-09-12,estonia,123399
2020-09-19,estonia,119335
2020-09-26,estonia,119751
2020-10-03,estonia,121471
2020-10-10,estonia,126968
2020-10-17,estonia,136167
2020-10-24,estonia,133549
2020-10-31,estonia,134054
2020-11-07,estonia,138163
2020-11-14,estonia,145590
2020-11-21,estonia,146102
2020-11-28,estonia,151540
2020-12-05,estonia,158311
2020-12-12,estonia,160740
2020-12-19,estonia,144355
2020-12-26,estonia,142760
2021-01-02,estonia,153631
2021-01-09,estonia,165991
2021-01-16,estonia,178270
2021-01-23,estonia,158728
2021-01-30,estonia,168718
2021-02-06,estonia,185041
2021-02-13,estonia,177880
2021-02-20,estonia,158865
2021-02-27,estonia,144915
2021-03-06,estonia,164218
2021-03-13,estonia,151578
2021-03-20,estonia,147274
2021-03-27,estonia,138938
2021-04-03,estonia,138596
2021-04-10,estonia,133059
2021-04-17,estonia,125806
2021-04-24,estonia,134246
2021-05-01,estonia,129749
2021-05-08,estonia,120874
2021-05-15,estonia,122800
2021-05-22,estonia,127970
2021-05-29,estonia,122076
2021-06-05,estonia,120609
2021-06-12,estonia,112278
2021-06-19,estonia,108521
2021-06-26,estonia,112589
2021-07-03,estonia,115924
2021-07-10,estonia,118416
2021-07-17,estonia,109385
2021-07-24,estonia,110580
2021-07-31,estonia,113800
2021-08-07,estonia,119421
2021-08-14,estonia,119154
2021-08-21,estonia,123086
2021-08-28,estonia,123538
2021-09-04,estonia,127908
2021-09-11,estonia,122512
2021-09-18,estonia,124252
2021-09-25,estonia,127588
2021-10-02,estonia,120076
2021-10-09,estonia,126961
2021-10-16,estonia,129170
2021-10-23,estonia,131194
2021-10-30,estonia,133030
2021-11-06,estonia,143664
2021-11-13,estonia,146751
2021-11-20,estonia,149893
2021-11-27,estonia,168365
2021-12-04,estonia,182414
2021-12-11,estonia,159932
2021-12-18,estonia,160881
2021-12-25,estonia,160440
2022-01-01,estonia,155659
2022-01-08,estonia,164341
2022-01-15,estonia,151456
2022-01-22,estonia,154642
2022-01-29,estonia,158684
2022-02-05,estonia,151397
2022-02-12,estonia,148130
2022-02-19,estonia,151492
2022-02-26,estonia,141851
2022-03-05,estonia,148442
2022-03-12,estonia,142394
2022-03-19,estonia,139902
2022-03-26,estonia,147715
2022-04-02,estonia,147078
2022-04-09,estonia,140961
2022-04-16,estonia,128523
2022-04-23,estonia,132259
2022-04-30,estonia,129148
2022-05-07,estonia,126866
2022-05-14,estonia,125925
2022-05-21,estonia,121218
2022-05-28,estonia,126960
2022-06-04,estonia,122179
2022-06-11,estonia,118410
2022-06-18,estonia,109935
2022-06-25,estonia,123633
2022-07-02,estonia,114731
2022-07-09,estonia,112007
2022-07-16,estonia,107047
2022-07-23,estonia,104896
2022-07-30,estonia,114288
2022-08-06,estonia,116165
2022-08-13,estonia,118345
2022-08-20,estonia,121599
2022-08-27,estonia,121244
2022-09-03,estonia,117013
2022-09-10,estonia,118892
2022-09-17,estonia,119701
2022-09-24,estonia,118750
2022-10-01,estonia,126216
2022-10-08,estonia,122710
2022-10-15,estonia,130067
2022-10-22,estonia,135019
2022-10-29,estonia,133659
2022-11-05,estonia,133456
2022-11-12,estonia,136152
2022-11-19,estonia,155639
2022-11-26,estonia,156277
2022-12-03,estonia,161977
2022-12-10,estonia,165938
2022-12-17,estonia,156704
2022-12-24,estonia,144366
2022-12-31,estonia,146169
2023-01-07,estonia,167078
2023-01-14,estonia,148525
2023-01-21,estonia,159629
2023-01-28,estonia,154076
2023-02-04,estonia,156915
2023-02-11,estonia,149555
2023-02-18,estonia,158951
2023-02-25,estonia,146302
2023-03-04,estonia,153821
2023-03-11,estonia,148147
2023-03-18,estonia,138541
2023-03-25,estonia,145055
2023-04-01,estonia,142553
2023-04-08,estonia,120677
2023-04-15,estonia,117274
2023-04-22,estonia,114431
2023-04-29,estonia,117623
2023-05-06,estonia,116442
2023-05-13,estonia,115547
2023-05-20,estonia,118344
2023-05-27,estonia,116784
2023-06-03,estonia,112815
2023-06-10,estonia,101066
2023-06-17,estonia,107331
2023-06-24,estonia,105902
2023-07-01,estonia,109819
2015-01-03,finland,1604408
2015-01-10,finland,1625822
2015-01-17,finland,1635682
2015-01-24,finland,1563359
2015-01-31,finland,1566918
2015-02-07,finland,1530291
2015-02-14,finland,1569767
2015-02-21,finland,1472601
2015-02-28,finland,1452657
2015-03-07,finland,1433764
2015-03-14,finland,1427112
2015-03-21,finland,1459555
2015-03-28,finland,1437758
2015-04-04,finland,1346325
2015-04-11,finland,1287222
2015-04-18,finland,1283939
2015-04-25,finland,1276393
2015-05-02,finland,1207031
2015-05-09,finland,1210863
2015-05-16,finland,1198588
2015-05-23,finland,1152861
2015-05-30,finland,1176355
2015-06-06,finland,1181549
2015-06-13,finland,1143965
2015-06-20,finland,1098363
2015-06-27,finland,1149036
2015-07-04,finland,1150267
2015-07-11,finland,1144509
2015-07-18,finland,1127425
2015-07-25,finland,1145212
2015-08-01,finland,1145870
2015-08-08,finland,1134311
2015-08-15,finland,1159696
2015-08-22,finland,1171736
2015-08-29,finland,1202729
2015-09-05,finland,1237932
2015-09-12,finland,1233881
2015-09-19,finland,1196524
2015-09-26,finland,1256061
2015-10-03,finland,1340800
2015-10-10,finland,1365884
2015-10-17,finland,1351453
2015-10-24,finland,1384960
2015-10-31,finland,1375518
2015-11-07,finland,1407025
2015-11-14,finland,1425407
2015-11-21,finland,1495503
2015-11-28,finland,1461726
2015-12-05,finland,1456942
2015-12-12,finland,1545036
2015-12-19,finland,1339158
2015-12-26,finland,1499104
2016-01-02,finland,1813933
2016-01-09,finland,1840249
2016-01-16,finland,1911419
2016-01-23,finland,1623533
2016-01-30,finland,1557686
2016-02-06,finland,1515844
2016-02-13,finland,1543479
2016-02-20,finland,1542058
2016-02-27,finland,1567753
2016-03-05,finland,1500588
2016-03-12,finland,1456096
2016-03-19,finland,1517969
2016-03-26,finland,1374357
2016-04-02,finland,1376732
2016-04-09,finland,1340342
2016-04-16,finland,1328005
2016-04-23,finland,1341495
2016-04-30,finland,1213921
2016-05-07,finland,1152761
2016-05-14,finland,1198805
2016-05-21,finland,1136857
2016-05-28,finland,1164283
2016-06-04,finland,1178229
2016-06-11,finland,1183873
2016-06-18,finland,1087916
2016-06-25,finland,1070104
2016-07-02,finland,1167833
2016-07-09,finland,1131709
2016-07-16,finland,1127819
2016-07-23,finland,1136220
2016-07-30,finland,1146078
2016-08-06,finland,1182159
2016-08-13,finland,1195603
2016-08-20,finland,1190284
2016-08-27,finland,1206871
2016-09-03,finland,1153911
2016-09-10,finland,1200227
2016-09-17,finland,1175984
2016-09-24,finland,1237570
2016-10-01,finland,1280336
2016-10-08,finland,1379862
2016-10-15,finland,1391873
2016-10-22,finland,1435963
2016-10-29,finland,1437168
2016-11-05,finland,1602332
2016-11-12,finland,1554146
2016-11-19,finland,1424988
2016-11-26,finland,1549651
2016-12-03,finland,1585409
2016-12-10,finland,1651319
2016-12-17,finland,1513732
2016-12-24,finland,1386035
2016-12-31,finland,1665580
2017-01-07,finland,1606868
2017-01-14,finland,1594893
2017-01-21,finland,1602004
2017-01-28,finland,1592503
2017-02-04,finland,1734611
2017-02-11,finland,1599101
2017-02-18,finland,1592834
2017-02-25,finland,1592913
2017-03-04,finland,1613812
2017-03-11,finland,1492599
2017-03-18,finland,1474312
2017-03-25,finland,1421410
2017-04-01,finland,1398475
2017-04-08,finland,1401061
2017-04-15,finland,1403280
2017-04-22,finland,1362210
2017-04-29,finland,1284796
2017-05-06,finland,1275353
2017-05-13,finland,1233707
2017-05-20,finland,1153967
2017-05-27,finland,1197146
2017-06-03,finland,1186525
2017-06-10,finland,1169696
2017-06-17,finland,1107488
2017-06-24,finland,1095740
2017-07-01,finland,1148646
2017-07-08,finland,1138687
2017-07-15,finland,1123774
2017-07-22,finland,1117901
2017-07-29,finland,1130015
2017-08-05,finland,1165843
2017-08-12,finland,1173468
2017-08-19,finland,1177108
2017-08-26,finland,1238687
2017-09-02,finland,1260839
2017-09-09,finland,1231110
2017-09-16,finland,1225325
2017-09-23,finland,1265460
2017-09-30,finland,1288966
2017-10-07,finland,1299219
2017-10-14,finland,1323931
2017-10-21,finland,1460990
2017-10-28,finland,1470448
2017-11-04,finland,1394942
2017-11-11,finland,1446866
2017-11-18,finland,1501342
2017-11-25,finland,1481407
2017-12-02,finland,1510225
2017-12-09,finland,1523122
2017-12-16,finland,1540394
2017-12-23,finland,1432704
2017-12-30,finland,1497087
2018-01-06,finland,1612031
2018-01-13,finland,1674510
2018-01-20,finland,1739535
2018-01-27,finland,1625682
2018-02-03,finland,1773591
2018-02-10,finland,1642021
2018-02-17,finland,1787996
2018-02-24,finland,1839060
2018-03-03,finland,1759029
2018-03-10,finland,1603515
2018-03-17,finland,1623536
2018-03-24,finland,1610650
2018-03-31,finland,1515819
2018-04-07,finland,1420609
2018-04-14,finland,1308841
2018-04-21,finland,1317259
2018-04-28,finland,1289625
2018-05-05,finland,1218661
2018-05-12,finland,1142984
2018-05-19,finland,1144826
2018-05-26,finland,1145032
2018-06-02,finland,1185837
2018-06-09,finland,1180869
2018-06-16,finland,1105365
2018-06-23,finland,1116441
2018-06-30,finland,1191607
2018-07-07,finland,1158402
2018-07-14,finland,1157386
2018-07-21,finland,1175454
2018-07-28,finland,1198656
2018-08-04,finland,1192133
2018-08-11,finland,1219384
2018-08-18,finland,1218422
2018-08-25,finland,1218377
2018-09-01,finland,1229144
2018-09-08,finland,1244430
2018-09-15,finland,1257509
2018-09-22,finland,1296187
2018-09-29,finland,1347438
2018-10-06,finland,1344451
2018-10-13,finland,1336035
2018-10-20,finland,1420506
2018-10-27,finland,1520286
2018-11-03,finland,1412929
2018-11-10,finland,1446451
2018-11-17,finland,1518501
2018-11-24,finland,1611486
2018-12-01,finland,1573672
2018-12-08,finland,1586492
2018-12-15,finland,1676784
2018-12-22,finland,1531888
2018-12-29,finland,1635390
2019-01-05,finland,1682192
2019-01-12,finland,1716894
2019-01-19,finland,1844346
2019-01-26,finland,1848171
2019-02-02,finland,1768831
2019-02-09,finland,1612103
2019-02-16,finland,1598320
2019-02-23,finland,1540905
2019-03-02,finland,1672070
2019-03-09,finland,1628425
2019-03-16,finland,1512527
2019-03-23,finland,1493255
2019-03-30,finland,1412719
2019-04-06,finland,1402266
2019-04-13,finland,1344892
2019-04-20,finland,1223001
2019-04-27,finland,1260589
2019-05-04,finland,1282989
2019-05-11,finland,1199507
2019-05-18,finland,1116638
2019-05-25,finland,1184729
2019-06-01,finland,1164927
2019-06-08,finland,1151835
2019-06-15,finland,1077678
2019-06-22,finland,1060947
2019-06-29,finland,1136937
2019-07-06,finland,1140310
2019-07-13,finland,1123456
2019-07-20,finland,1115224
2019-07-27,finland,1129923
2019-08-03,finland,1152186
2019-08-10,finland,1172181
2019-08-17,finland,1179347
2019-08-24,finland,1177333
2019-08-31,finland,1182641
2019-09-07,finland,1178873
2019-09-14,finland,1235785
2019-09-21,finland,1310369
2019-09-28,finland,1262296
2019-10-05,finland,1375127
2019-10-12,finland,1377945
2019-10-19,finland,1335363
2019-10-26,finland,1434689
2019-11-02,finland,1538443
2019-11-09,finland,1450996
2019-11-16,finland,1427996
2019-11-23,finland,1501435
2019-11-30,finland,1506430
2019-12-07,finland,1439440
2019-12-14,finland,1480171
2019-12-21,finland,1316638
2019-12-28,finland,1422210
2020-01-04,finland,1474335
2020-01-11,finland,1491269
2020-01-18,finland,1487569
2020-01-25,finland,1388456
2020-02-01,finland,1364809
2020-02-08,finland,1347676
2020-02-15,finland,1484148
2020-02-22,finland,1514179
2020-02-29,finland,1542997
2020-03-07,finland,1469915
2020-03-14,finland,1458926
2020-03-21,finland,1450909
2020-03-28,finland,1427043
2020-04-04,finland,1355310
2020-04-11,finland,1319905
2020-04-18,finland,1265146
2020-04-25,finland,1264284
2020-05-02,finland,1194090
2020-05-09,finland,1204077
2020-05-16,finland,1198626
2020-05-23,finland,1071702
2020-05-30,finland,1047849
2020-06-06,finland,1067913
2020-06-13,finland,1049539
2020-06-20,finland,1035005
2020-06-27,finland,1141190
2020-07-04,finland,1070201
2020-07-11,finland,1085398
2020-07-18,finland,1053958
2020-07-25,finland,1084858
2020-08-01,finland,1094097
2020-08-08,finland,1124151
2020-08-15,finland,1095959
2020-08-22,finland,1113897
2020-08-29,finland,1133443
2020-09-05,finland,1147119
2020-09-12,finland,1172410
2020-09-19,finland,1163808
2020-09-26,finland,1145117
2020-10-03,finland,1190195
2020-10-10,finland,1252688
2020-10-17,finland,1349860
2020-10-24,finland,1322263
2020-10-31,finland,1311687
2020-11-07,finland,1375793
2020-11-14,finland,1387529
2020-11-21,finland,1426779
2020-11-28,finland,1469758
2020-12-05,finland,1495855
2020-12-12,finland,1512369
2020-12-19,finland,1369719
2020-12-26,finland,1422089
2021-01-02,finland,1561292
2021-01-09,finland,1696808
2021-01-16,finland,1687663
2021-01-23,finland,1545600
2021-01-30,finland,1727807
2021-02-06,finland,1809440
2021-02-13,finland,1777978
2021-02-20,finland,1672185
2021-02-27,finland,1471909
2021-03-06,finland,1674976
2021-03-13,finland,1528925
2021-03-20,finland,1471278
2021-03-27,finland,1399562
2021-04-03,finland,1395360
2021-04-10,finland,1342222
2021-04-17,finland,1245705
2021-04-24,finland,1350208
2021-05-01,finland,1309311
2021-05-08,finland,1224456
2021-05-15,finland,1175625
2021-05-22,finland,1222497
2021-05-29,finland,1161829
2021-06-05,finland,1124397
2021-06-12,finland,1148045
2021-06-19,finland,1160282
2021-06-26,finland,1121563
2021-07-03,finland,1176874
2021-07-10,finland,1154038
2021-07-17,finland,1115195
2021-07-24,finland,1134744
2021-07-31,finland,1138947
2021-08-07,finland,1159607
2021-08-14,finland,1177974
2021-08-21,finland,1197043
2021-08-28,finland,1184843
2021-09-04,finland,1219233
2021-09-11,finland,1226599
2021-09-18,finland,1272927
2021-09-25,finland,1273360
2021-10-02,finland,1248964
2021-10-09,finland,1283663
2021-10-16,finland,1373405
2021-10-23,finland,1402567
2021-10-30,finland,1352860
2021-11-06,finland,1459216
2021-11-13,finland,1462757
2021-11-20,finland,1539790
2021-11-27,finland,1751366
2021-12-04,finland,1873297
2021-12-11,finland,1591198
2021-12-18,finland,1688498
2021-12-25,finland,1705534
2022-01-01,finland,1593569
2022-01-08,finland,1690271
2022-01-15,finland,1558278
2022-01-22,finland,1560796
2022-01-29,finland,1642638
2022-02-05,finland,1494553
2022-02-12,finland,1502657
2022-02-19,finland,1550536
2022-02-26,finland,1443565
2022-03-05,finland,1491090
2022-03-12,finland,1406597
2022-03-19,finland,1322789
2022-03-26,finland,1432138
2022-04-02,finland,1439564
2022-04-09,finland,1323104
2022-04-16,finland,1218593
2022-04-23,finland,1255971
2022-04-30,finland,1273099
2022-05-07,finland,1215769
2022-05-14,finland,1157547
2022-05-21,finland,1110226
2022-05-28,finland,1119485
2022-06-04,finland,1091639
2022-06-11,finland,1136168
2022-06-18,finland,1161651
2022-06-25,finland,1115995
2022-07-02,finland,1109875
2022-07-09,finland,1088383
2022-07-16,finland,1097403
2022-07-23,finland,1096590
2022-07-30,finland,1101179
2022-08-06,finland,1132312
2022-08-13,finland,1160167
2022-08-20,finland,1147970
2022-08-27,finland,1133121
2022-09-03,finland,1158042
2022-09-10,finland,1131524
2022-09-17,finland,1138190
2022-09-24,finland,1166834
2022-10-01,finland,1192250
2022-10-08,finland,1205273
2022-10-15,finland,1226413
2022-10-22,finland,1276827
2022-10-29,finland,1278935
2022-11-05,finland,1288658
2022-11-12,finland,1336604
2022-11-19,finland,1467012
2022-11-26,finland,1421642
2022-12-03,finland,1432966
2022-12-10,finland,1551325
2022-12-17,finland,1471871
2022-12-24,finland,1419110
2022-12-31,finland,1507430
2023-01-07,finland,1550262
2023-01-14,finland,1382677
2023-01-21,finland,1457573
2023-01-28,finland,1423322
2023-02-04,finland,1488208
2023-02-11,finland,1467462
2023-02-18,finland,1476149
2023-02-25,finland,1369350
2023-03-04,finland,1515071
2023-03-11,finland,1488506
2023-03-18,finland,1395081
