wk,country,category_group,mwh
2021-06-12,france,nuclear,5316980
2021-06-12,france,renewable_ex_nuclear,1920777
2021-06-12,germany,fossil,2994129
2021-06-12,germany,nuclear,910269
2021-06-12,germany,other,26729.25
2021-06-12,germany,renewable_ex_nuclear,4304207.5
2021-06-12,greece,fossil,395256
2021-06-12,greece,renewable_ex_nuclear,209097
2021-06-12,hungary,fossil,172080.5
2021-06-12,hungary,nuclear,268562.75
2021-06-12,hungary,other,9556.5
2021-06-12,hungary,renewable_ex_nuclear,105504.25
2021-06-12,ireland,fossil,184327
2021-06-12,ireland,other,264
2021-06-12,ireland,renewable_ex_nuclear,122809.5
2021-06-12,italy,fossil,1939215
2021-06-12,italy,other,284561
2021-06-12,italy,renewable_ex_nuclear,2059440
2021-06-12,latvia,fossil,9088
2021-06-12,latvia,other,6953
2021-06-12,latvia,renewable_ex_nuclear,38825
2021-06-12,lithuania,fossil,37182
2021-06-12,lithuania,other,2488
2021-06-12,lithuania,renewable_ex_nuclear,39154
2021-06-12,luxembourg,fossil,3810.75
2021-06-12,luxembourg,renewable_ex_nuclear,14906.75
2021-06-12,montenegro,renewable_ex_nuclear,20285
2021-06-12,netherlands,fossil,871323.5
2021-06-12,netherlands,nuclear,362.75
2021-06-12,netherlands,other,462834.75
2021-06-12,netherlands,renewable_ex_nuclear,87796.75
2021-06-12,north_macedonia,fossil,52926
2021-06-12,north_macedonia,renewable_ex_nuclear,13167
2021-06-12,norway,fossil,14377
2021-06-12,norway,renewable_ex_nuclear,2065719
2021-06-12,poland,fossil,1987041
2021-06-12,poland,renewable_ex_nuclear,441081
2021-06-12,portugal,fossil,387849
2021-06-12,portugal,other,4295
2021-06-12,portugal,renewable_ex_nuclear,423563
2021-06-12,republic_of_moldova,fossil,79787
2021-06-12,republic_of_moldova,renewable_ex_nuclear,6878
2021-06-12,romania,fossil,272108.25
2021-06-12,romania,nuclear,133748.75
2021-06-12,romania,renewable_ex_nuclear,502999.75
2021-06-12,serbia,fossil,283089
2021-06-12,serbia,other,5760
2021-06-12,serbia,renewable_ex_nuclear,186681
2021-06-12,slovakia,fossil,82060
2021-06-12,slovakia,nuclear,276785
2021-06-12,slovakia,other,14925
2021-06-12,slovakia,renewable_ex_nuclear,121506
2021-06-12,slovenia,fossil,31218
2021-06-12,slovenia,nuclear,98689
2021-06-12,slovenia,renewable_ex_nuclear,126679
2021-06-12,spain,fossil,1328330
2021-06-12,spain,nuclear,689579
2021-06-12,spain,other,8291
2021-06-12,spain,renewable_ex_nuclear,1790147
2021-06-12,sweden,nuclear,616069
2021-06-12,sweden,other,82631
2021-06-12,sweden,renewable_ex_nuclear,1414660
2021-06-12,switzerland,nuclear,102655
2021-06-12,switzerland,renewable_ex_nuclear,518363
2021-06-19,austria,fossil,40473.25
2021-06-19,austria,other,3168
2021-06-19,austria,renewable_ex_nuclear,1026808.75
2021-06-19,belgium,fossil,346041
2021-06-19,belgium,nuclear,828558
2021-06-19,belgium,other,79967
2021-06-19,belgium,renewable_ex_nuclear,269569
2021-06-19,bosnia_herzegovina,fossil,137100
2021-06-19,bosnia_herzegovina,renewable_ex_nuclear,61153
2021-06-19,bulgaria,fossil,167553
2021-06-19,bulgaria,nuclear,301463
2021-06-19,bulgaria,renewable_ex_nuclear,168294
2021-06-19,croatia,fossil,47659
2021-06-19,croatia,renewable_ex_nuclear,131307
2021-06-19,czech_republic,fossil,414273
2021-06-19,czech_republic,nuclear,469654
2021-06-19,czech_republic,renewable_ex_nuclear,196762
2021-06-19,denmark,fossil,119802
2021-06-19,denmark,renewable_ex_nuclear,245179
2021-06-19,estonia,fossil,62539
2021-06-19,estonia,renewable_ex_nuclear,27776
2021-06-19,finland,fossil,67684
2021-06-19,finland,nuclear,389680
2021-06-19,finland,other,3407
2021-06-19,finland,renewable_ex_nuclear,407242
2021-06-19,france,fossil,321413
2021-06-19,france,nuclear,5472121
2021-06-19,france,renewable_ex_nuclear,1901023
2021-06-19,germany,fossil,3548215.25
2021-06-19,germany,nuclear,936486.25
2021-06-19,germany,other,26772.75
2021-06-19,germany,renewable_ex_nuclear,3533201.5
2021-06-19,greece,fossil,488011
2021-06-19,greece,renewable_ex_nuclear,216185
2021-06-19,hungary,fossil,181746.5
2021-06-19,hungary,nuclear,266439.25
2021-06-19,hungary,other,8989.75
2021-06-19,hungary,renewable_ex_nuclear,97723.25
2021-06-19,ireland,fossil,203239
2021-06-19,ireland,other,601
2021-06-19,ireland,renewable_ex_nuclear,123459.5
2021-06-19,italy,fossil,2289253
2021-06-19,italy,other,303118
2021-06-19,italy,renewable_ex_nuclear,2030592
2021-06-19,latvia,fossil,20854
2021-06-19,latvia,other,6541
2021-06-19,latvia,renewable_ex_nuclear,28084
2021-06-19,lithuania,fossil,33377
2021-06-19,lithuania,other,2782
2021-06-19,lithuania,renewable_ex_nuclear,34877
2021-06-19,luxembourg,fossil,3742
2021-06-19,luxembourg,renewable_ex_nuclear,13417.5
2021-06-19,montenegro,fossil,659
2021-06-19,montenegro,renewable_ex_nuclear,21811
2021-06-19,netherlands,fossil,1048979.75
2021-06-19,netherlands,nuclear,554.5
2021-06-19,netherlands,other,449234.75
2021-06-19,netherlands,renewable_ex_nuclear,174852.75
2021-06-19,north_macedonia,fossil,35631
2021-06-19,north_macedonia,renewable_ex_nuclear,16184
2021-06-19,norway,fossil,18325
2021-06-19,norway,renewable_ex_nuclear,2262254
2021-06-19,poland,fossil,2243067
2021-06-19,poland,renewable_ex_nuclear,349940
2021-06-19,portugal,fossil,289252
2021-06-19,portugal,other,4256
2021-06-19,portugal,renewable_ex_nuclear,476855
2021-06-19,republic_of_moldova,fossil,78401
2021-06-19,republic_of_moldova,renewable_ex_nuclear,7498
2021-06-19,romania,fossil,297400
2021-06-19,romania,nuclear,200053
2021-06-19,romania,renewable_ex_nuclear,501286.75
2021-06-19,serbia,fossil,284511
2021-06-19,serbia,other,4800
2021-06-19,serbia,renewable_ex_nuclear,216469
2021-06-19,slovakia,fossil,94863
2021-06-19,slovakia,nuclear,205240
2021-06-19,slovakia,other,16596
2021-06-19,slovakia,renewable_ex_nuclear,115444
2021-06-19,slovenia,fossil,28024
2021-06-19,slovenia,nuclear,97643
2021-06-19,slovenia,renewable_ex_nuclear,122530
2021-06-19,spain,fossil,1090860
2021-06-19,spain,nuclear,664589
2021-06-19,spain,other,8314
2021-06-19,spain,renewable_ex_nuclear,2037179
2021-06-19,sweden,nuclear,750454
2021-06-19,sweden,other,79375
2021-06-19,sweden,renewable_ex_nuclear,1268125
2021-06-19,switzerland,nuclear,102596
2021-06-19,switzerland,renewable_ex_nuclear,551847
2021-06-26,austria,fossil,56390
2021-06-26,austria,other,3168
2021-06-26,austria,renewable_ex_nuclear,989043
2021-06-26,belgium,fossil,331284
2021-06-26,belgium,nuclear,822011
2021-06-26,belgium,other,80620
2021-06-26,belgium,renewable_ex_nuclear,190427
2021-06-26,bosnia_herzegovina,fossil,206276
2021-06-26,bosnia_herzegovina,renewable_ex_nuclear,45878
2021-06-26,bulgaria,fossil,226325
2021-06-26,bulgaria,nuclear,299644
2021-06-26,bulgaria,renewable_ex_nuclear,176240
2021-06-26,croatia,fossil,61590
2021-06-26,croatia,renewable_ex_nuclear,120057
2021-06-26,czech_republic,fossil,473526
2021-06-26,czech_republic,nuclear,345666
2021-06-26,czech_republic,renewable_ex_nuclear,221673
2021-06-26,denmark,fossil,143985
2021-06-26,denmark,renewable_ex_nuclear,169630
2021-06-26,estonia,fossil,60357
2021-06-26,estonia,renewable_ex_nuclear,25274
2021-06-26,finland,fossil,52577
2021-06-26,finland,nuclear,354115
2021-06-26,finland,other,3715
2021-06-26,finland,renewable_ex_nuclear,396444
2021-06-26,france,fossil,395971
2021-06-26,france,nuclear,5637034
2021-06-26,france,renewable_ex_nuclear,1760399
2021-06-26,germany,fossil,3477144.75
2021-06-26,germany,nuclear,940039.5
2021-06-26,germany,other,34768
2021-06-26,germany,renewable_ex_nuclear,3337564.5
2021-06-26,greece,fossil,605889
2021-06-26,greece,renewable_ex_nuclear,272449
2021-06-26,hungary,fossil,171408.5
2021-06-26,hungary,nuclear,253435.5
2021-06-26,hungary,other,9331.5
2021-06-26,hungary,renewable_ex_nuclear,102900.25
2021-06-26,ireland,fossil,215726.5
2021-06-26,ireland,other,750.5
2021-06-26,ireland,renewable_ex_nuclear,83735.5
2021-06-26,italy,fossil,2384234
2021-06-26,italy,other,298728
2021-06-26,italy,renewable_ex_nuclear,1974096
2021-06-26,latvia,fossil,41423
2021-06-26,latvia,other,6351
2021-06-26,latvia,renewable_ex_nuclear,25484
2021-06-26,lithuania,fossil,40475
2021-06-26,lithuania,other,2796
2021-06-26,lithuania,renewable_ex_nuclear,21351
2021-06-26,luxembourg,fossil,3883
2021-06-26,luxembourg,renewable_ex_nuclear,12676
2021-06-26,montenegro,fossil,20962
2021-06-26,montenegro,renewable_ex_nuclear,17685
2021-06-26,netherlands,fossil,1087386.5
2021-06-26,netherlands,nuclear,3659.5
2021-06-26,netherlands,other,440024.75
2021-06-26,netherlands,renewable_ex_nuclear,121382
2021-06-26,north_macedonia,fossil,50827
2021-06-26,north_macedonia,renewable_ex_nuclear,15704
2021-06-26,norway,fossil,18072
2021-06-26,norway,renewable_ex_nuclear,2201059
2021-06-26,poland,fossil,2254225
2021-06-26,poland,renewable_ex_nuclear,315238
2021-06-26,portugal,fossil,255838
2021-06-26,portugal,other,4395
2021-06-26,portugal,renewable_ex_nuclear,459617
2021-06-26,republic_of_moldova,fossil,80802
2021-06-26,republic_of_moldova,renewable_ex_nuclear,7514
2021-06-26,romania,fossil,330846.25
2021-06-26,romania,nuclear,191935.75
2021-06-26,romania,renewable_ex_nuclear,470171.25
2021-06-26,serbia,fossil,320940
2021-06-26,serbia,other,5720
2021-06-26,serbia,renewable_ex_nuclear,199167
2021-06-26,slovakia,fossil,91771
2021-06-26,slovakia,nuclear,207938
2021-06-26,slovakia,other,18885
2021-06-26,slovakia,renewable_ex_nuclear,110446
2021-06-26,slovenia,fossil,27317
2021-06-26,slovenia,nuclear,97253
2021-06-26,slovenia,renewable_ex_nuclear,109661
2021-06-26,spain,fossil,1105514
2021-06-26,spain,nuclear,999492
2021-06-26,spain,other,8643
2021-06-26,spain,renewable_ex_nuclear,1940635
2021-06-26,sweden,nuclear,789734
2021-06-26,sweden,other,75076
2021-06-26,sweden,renewable_ex_nuclear,1343077
2021-06-26,switzerland,nuclear,227421
2021-06-26,switzerland,renewable_ex_nuclear,486051
2021-07-03,austria,fossil,35102.5
2021-07-03,austria,other,3168
2021-07-03,austria,renewable_ex_nuclear,930722.25
2021-07-03,belgium,fossil,265835
2021-07-03,belgium,nuclear,840652
2021-07-03,belgium,other,78120
2021-07-03,belgium,renewable_ex_nuclear,300792
2021-07-03,bosnia_herzegovina,fossil,197402
2021-07-03,bosnia_herzegovina,renewable_ex_nuclear,44833
2021-07-03,bulgaria,fossil,305362
2021-07-03,bulgaria,nuclear,299159
2021-07-03,bulgaria,renewable_ex_nuclear,139939
2021-07-03,croatia,fossil,68134
2021-07-03,croatia,renewable_ex_nuclear,104832
2021-07-03,czech_republic,fossil,547271
2021-07-03,czech_republic,nuclear,343795
2021-07-03,czech_republic,renewable_ex_nuclear,212103
2021-07-03,denmark,fossil,138814
2021-07-03,denmark,renewable_ex_nuclear,173100
2021-07-03,estonia,fossil,73747
2021-07-03,estonia,renewable_ex_nuclear,26368
2021-07-03,finland,fossil,55962
2021-07-03,finland,nuclear,389753
2021-07-03,finland,other,2886
2021-07-03,finland,renewable_ex_nuclear,380788
2021-07-03,france,fossil,393372
2021-07-03,france,nuclear,5460066
2021-07-03,france,renewable_ex_nuclear,1894137
2021-07-03,germany,fossil,3402311.25
2021-07-03,germany,nuclear,940542.75
2021-07-03,germany,other,31381
2021-07-03,germany,renewable_ex_nuclear,3266950
2021-07-03,greece,fossil,562434
2021-07-03,greece,renewable_ex_nuclear,288839
2021-07-03,hungary,fossil,173149
2021-07-03,hungary,nuclear,203823.25
2021-07-03,hungary,other,10218
2021-07-03,hungary,renewable_ex_nuclear,91872.25
2021-07-03,ireland,fossil,198719
2021-07-03,ireland,other,1391.5
2021-07-03,ireland,renewable_ex_nuclear,94418
2021-07-03,italy,fossil,2363793
2021-07-03,italy,other,273517
2021-07-03,italy,renewable_ex_nuclear,1824302
2021-07-03,latvia,fossil,14989
2021-07-03,latvia,other,6389
2021-07-03,latvia,renewable_ex_nuclear,25809
2021-07-03,lithuania,fossil,24164
2021-07-03,lithuania,other,2753
2021-07-03,lithuania,renewable_ex_nuclear,27055
2021-07-03,luxembourg,fossil,3996.75
2021-07-03,luxembourg,renewable_ex_nuclear,14006.75
2021-07-03,montenegro,fossil,29814
2021-07-03,montenegro,renewable_ex_nuclear,15408
2021-07-03,netherlands,fossil,990319.25
2021-07-03,netherlands,nuclear,65007.5
2021-07-03,netherlands,other,447737.5
2021-07-03,netherlands,renewable_ex_nuclear,151615.75
2021-07-03,north_macedonia,fossil,62296
2021-07-03,north_macedonia,renewable_ex_nuclear,18366
2021-07-03,norway,fossil,17168
2021-07-03,norway,renewable_ex_nuclear,2268066
2021-07-03,poland,fossil,2293806
2021-07-03,poland,renewable_ex_nuclear,282936
2021-07-03,portugal,fossil,212854
2021-07-03,portugal,other,3130
2021-07-03,portugal,renewable_ex_nuclear,475311
2021-07-03,republic_of_moldova,fossil,81343
2021-07-03,republic_of_moldova,renewable_ex_nuclear,6312
2021-07-03,romania,fossil,365954.25
2021-07-03,romania,nuclear,196269.25
2021-07-03,romania,renewable_ex_nuclear,460357
2021-07-03,serbia,fossil,341109
2021-07-03,serbia,other,2880
2021-07-03,serbia,renewable_ex_nuclear,164196
2021-07-03,slovakia,fossil,101936
2021-07-03,slovakia,nuclear,213701
2021-07-03,slovakia,other,19309
2021-07-03,slovakia,renewable_ex_nuclear,102509
2021-07-03,slovenia,fossil,34228
2021-07-03,slovenia,nuclear,97741
2021-07-03,slovenia,renewable_ex_nuclear,100737
2021-07-03,spain,fossil,1067267
2021-07-03,spain,nuclear,989002
2021-07-03,spain,other,7963
2021-07-03,spain,renewable_ex_nuclear,2142097
2021-07-03,sweden,nuclear,681575
2021-07-03,sweden,other,75263
2021-07-03,sweden,renewable_ex_nuclear,1408849
2021-07-03,switzerland,nuclear,244020
2021-07-03,switzerland,renewable_ex_nuclear,413615
2021-07-10,austria,fossil,40246.75
2021-07-10,austria,other,3168
2021-07-10,austria,renewable_ex_nuclear,1012776.5
2021-07-10,belgium,fossil,289832
2021-07-10,belgium,nuclear,828319
2021-07-10,belgium,other,79831
2021-07-10,belgium,renewable_ex_nuclear,254155
2021-07-10,bosnia_herzegovina,fossil,161066
2021-07-10,bosnia_herzegovina,renewable_ex_nuclear,42875
2021-07-10,bulgaria,fossil,301072
2021-07-10,bulgaria,nuclear,297096
2021-07-10,bulgaria,renewable_ex_nuclear,115409
2021-07-10,croatia,fossil,74754
2021-07-10,croatia,renewable_ex_nuclear,110870
2021-07-10,czech_republic,fossil,551974
2021-07-10,czech_republic,nuclear,358154
2021-07-10,czech_republic,renewable_ex_nuclear,231195
2021-07-10,denmark,fossil,154097
2021-07-10,denmark,renewable_ex_nuclear,209453
2021-07-10,estonia,fossil,72559
2021-07-10,estonia,renewable_ex_nuclear,23229
2021-07-10,finland,fossil,58545
2021-07-10,finland,nuclear,386548
2021-07-10,finland,other,2841
2021-07-10,finland,renewable_ex_nuclear,324565
2021-07-10,france,fossil,335178
2021-07-10,france,nuclear,5194151
2021-07-10,france,renewable_ex_nuclear,1906450
2021-07-10,germany,fossil,3292530.25
2021-07-10,germany,nuclear,1132693.25
2021-07-10,germany,other,28287
2021-07-10,germany,renewable_ex_nuclear,3165407.75
2021-07-10,greece,fossil,555588
2021-07-10,greece,renewable_ex_nuclear,347536
2021-07-10,hungary,fossil,192755
2021-07-10,hungary,nuclear,266027.25
2021-07-10,hungary,other,7903.75
2021-07-10,hungary,renewable_ex_nuclear,91433.25
2021-07-10,ireland,fossil,210990
2021-07-10,ireland,other,3130.5
2021-07-10,ireland,renewable_ex_nuclear,53263
2021-07-10,italy,fossil,2138974
2021-07-10,italy,other,246417
2021-07-10,italy,renewable_ex_nuclear,2013949
2021-07-10,latvia,fossil,44949
2021-07-10,latvia,other,6276
2021-07-10,latvia,renewable_ex_nuclear,22124
2021-07-10,lithuania,fossil,35313
2021-07-10,lithuania,other,2517
2021-07-10,lithuania,renewable_ex_nuclear,31201
2021-07-10,luxembourg,fossil,3957.5
2021-07-10,luxembourg,renewable_ex_nuclear,12337.75
2021-07-10,montenegro,fossil,30913
2021-07-10,montenegro,renewable_ex_nuclear,16402
2021-07-10,netherlands,fossil,1127154.25
2021-07-10,netherlands,nuclear,64967
2021-07-10,netherlands,other,444261
2021-07-10,netherlands,renewable_ex_nuclear,180827.75
2021-07-10,north_macedonia,fossil,59051
2021-07-10,north_macedonia,renewable_ex_nuclear,20157
2021-07-10,norway,fossil,17254
2021-07-10,norway,renewable_ex_nuclear,2299312
2021-07-10,poland,fossil,2312137
2021-07-10,poland,renewable_ex_nuclear,328100
2021-07-10,portugal,fossil,219330
2021-07-10,portugal,other,2994
2021-07-10,portugal,renewable_ex_nuclear,490392
2021-07-10,republic_of_moldova,fossil,84250
2021-07-10,republic_of_moldova,renewable_ex_nuclear,6533
2021-07-10,romania,fossil,349708.25
2021-07-10,romania,nuclear,150112.25
2021-07-10,romania,renewable_ex_nuclear,358216
2021-07-10,serbia,fossil,339784
2021-07-10,serbia,other,8532
2021-07-10,serbia,renewable_ex_nuclear,172055
2021-07-10,slovakia,fossil,105779
2021-07-10,slovakia,nuclear,274165
2021-07-10,slovakia,other,17918
2021-07-10,slovakia,renewable_ex_nuclear,112588
2021-07-10,slovenia,fossil,29266
2021-07-10,slovenia,nuclear,96588
2021-07-10,slovenia,renewable_ex_nuclear,97824
2021-07-10,spain,fossil,949722
2021-07-10,spain,nuclear,992439
2021-07-10,spain,other,8652
2021-07-10,spain,renewable_ex_nuclear,2261862
2021-07-10,sweden,nuclear,657709
2021-07-10,sweden,other,69444
2021-07-10,sweden,renewable_ex_nuclear,1371536
2021-07-10,switzerland,nuclear,244414
2021-07-10,switzerland,renewable_ex_nuclear,511141
2021-07-17,austria,fossil,23500.75
2021-07-17,austria,other,3168
2021-07-17,austria,renewable_ex_nuclear,1013643.75
2021-07-17,belgium,fossil,264600
2021-07-17,belgium,nuclear,820706
2021-07-17,belgium,other,70762
2021-07-17,belgium,renewable_ex_nuclear,282023
2021-07-17,bosnia_herzegovina,fossil,158543
2021-07-17,bosnia_herzegovina,renewable_ex_nuclear,47824
2021-07-17,bulgaria,fossil,281893
2021-07-17,bulgaria,nuclear,297280
2021-07-17,bulgaria,renewable_ex_nuclear,119436
2021-07-17,croatia,fossil,73092
2021-07-17,croatia,renewable_ex_nuclear,135726
2021-07-17,czech_republic,fossil,550616
2021-07-17,czech_republic,nuclear,410098
2021-07-17,czech_republic,renewable_ex_nuclear,224785
2021-07-17,denmark,fossil,102908
2021-07-17,denmark,renewable_ex_nuclear,325259
2021-07-17,estonia,fossil,60253
2021-07-17,estonia,renewable_ex_nuclear,31355
2021-07-17,finland,fossil,65047
2021-07-17,finland,nuclear,391659
2021-07-17,finland,other,4550
2021-07-17,finland,renewable_ex_nuclear,399992
2021-07-17,france,fossil,395479
2021-07-17,france,nuclear,5482082
2021-07-17,france,renewable_ex_nuclear,1986741
2021-07-17,germany,fossil,2684399.5
2021-07-17,germany,nuclear,1120723.5
2021-07-17,germany,other,31827.75
2021-07-17,germany,renewable_ex_nuclear,3507776.5
2021-07-17,greece,fossil,589272
2021-07-17,greece,renewable_ex_nuclear,273625
2021-07-17,hungary,fossil,162224.25
2021-07-17,hungary,nuclear,267200.25
2021-07-17,hungary,other,6870
2021-07-17,hungary,renewable_ex_nuclear,88970.5
2021-07-17,ireland,fossil,203903
2021-07-17,ireland,other,1762.5
2021-07-17,ireland,renewable_ex_nuclear,36757
2021-07-17,italy,fossil,2270600
2021-07-17,italy,other,279258
2021-07-17,italy,renewable_ex_nuclear,1894753
2021-07-17,latvia,fossil,33967
2021-07-17,latvia,other,5984
2021-07-17,latvia,renewable_ex_nuclear,15112
2021-07-17,lithuania,fossil,10349
2021-07-17,lithuania,other,2444
2021-07-17,lithuania,renewable_ex_nuclear,33893
2021-07-17,luxembourg,fossil,3601.75
2021-07-17,luxembourg,renewable_ex_nuclear,16260.25
2021-07-17,montenegro,fossil,30871
2021-07-17,montenegro,renewable_ex_nuclear,14412
2021-07-17,netherlands,fossil,1146283.75
2021-07-17,netherlands,nuclear,66679
2021-07-17,netherlands,other,419230
2021-07-17,netherlands,renewable_ex_nuclear,67304.75
2021-07-17,north_macedonia,fossil,55303
2021-07-17,north_macedonia,renewable_ex_nuclear,15309
2021-07-17,norway,fossil,17448
2021-07-17,norway,renewable_ex_nuclear,1907832
2021-07-17,poland,fossil,2191501
2021-07-17,poland,renewable_ex_nuclear,323293
2021-07-17,portugal,fossil,377135
2021-07-17,portugal,other,2842
2021-07-17,portugal,renewable_ex_nuclear,376181
2021-07-17,republic_of_moldova,fossil,82615
2021-07-17,republic_of_moldova,renewable_ex_nuclear,6142
2021-07-17,romania,fossil,346837.5
2021-07-17,romania,nuclear,194836
2021-07-17,romania,renewable_ex_nuclear,416907.25
2021-07-17,serbia,fossil,313733
2021-07-17,serbia,other,12249
2021-07-17,serbia,renewable_ex_nuclear,145315
2021-07-17,slovakia,fossil,36162
2021-07-17,slovakia,nuclear,275684
2021-07-17,slovakia,other,18106
2021-07-17,slovakia,renewable_ex_nuclear,132310
2021-07-17,slovenia,fossil,31657
2021-07-17,slovenia,nuclear,97835
2021-07-17,slovenia,renewable_ex_nuclear,97366
2021-07-17,spain,fossil,1267394
2021-07-17,spain,nuclear,1003652
2021-07-17,spain,other,8806
2021-07-17,spain,renewable_ex_nuclear,1784191
2021-07-17,sweden,nuclear,657938
2021-07-17,sweden,other,78324
2021-07-17,sweden,renewable_ex_nuclear,1337063
2021-07-17,switzerland,nuclear,243116
2021-07-17,switzerland,renewable_ex_nuclear,466482
2021-07-24,austria,fossil,20475.75
2021-07-24,austria,other,3168
2021-07-24,austria,renewable_ex_nuclear,979343.25
2021-07-24,belgium,fossil,231155
2021-07-24,belgium,nuclear,829063
2021-07-24,belgium,other,71250
2021-07-24,belgium,renewable_ex_nuclear,365489
2021-07-24,bosnia_herzegovina,fossil,158632
2021-07-24,bosnia_herzegovina,renewable_ex_nuclear,43137
2021-07-24,bulgaria,fossil,275729
2021-07-24,bulgaria,nuclear,297988
2021-07-24,bulgaria,renewable_ex_nuclear,104698
2021-07-24,croatia,fossil,75315
2021-07-24,croatia,renewable_ex_nuclear,99906
2021-07-24,czech_republic,fossil,526533
2021-07-24,czech_republic,nuclear,407832
2021-07-24,czech_republic,renewable_ex_nuclear,223389
2021-07-24,denmark,fossil,106988
2021-07-24,denmark,renewable_ex_nuclear,269450
2021-07-24,estonia,fossil,63655
2021-07-24,estonia,renewable_ex_nuclear,28164
2021-07-24,finland,fossil,77465
2021-07-24,finland,nuclear,394713
2021-07-24,finland,other,3704
2021-07-24,finland,renewable_ex_nuclear,323438
2021-07-24,france,fossil,211326
2021-07-24,france,nuclear,5733915
2021-07-24,france,renewable_ex_nuclear,1840020
2021-07-24,germany,fossil,2602843
2021-07-24,germany,nuclear,1109945.25
2021-07-24,germany,other,36271.25
2021-07-24,germany,renewable_ex_nuclear,4029751.75
2021-07-24,greece,fossil,539987
2021-07-24,greece,renewable_ex_nuclear,407714
2021-07-24,hungary,fossil,178681.75
2021-07-24,hungary,nuclear,268866.5
2021-07-24,hungary,other,7551.5
2021-07-24,hungary,renewable_ex_nuclear,98289.25
2021-07-24,ireland,fossil,156955
2021-07-24,ireland,other,1663.5
2021-07-24,ireland,renewable_ex_nuclear,97029.5
2021-07-24,italy,fossil,2557233
2021-07-24,italy,other,269422
2021-07-24,italy,renewable_ex_nuclear,1881677
2021-07-24,latvia,fossil,24080
2021-07-24,latvia,other,6191
2021-07-24,latvia,renewable_ex_nuclear,19420
2021-07-24,lithuania,fossil,26707
2021-07-24,lithuania,other,2507
2021-07-24,lithuania,renewable_ex_nuclear,36049
2021-07-24,luxembourg,fossil,3812
2021-07-24,luxembourg,renewable_ex_nuclear,15043.25
2021-07-24,montenegro,fossil,30834
2021-07-24,montenegro,renewable_ex_nuclear,19906
2021-07-24,netherlands,fossil,777464
2021-07-24,netherlands,nuclear,66787
2021-07-24,netherlands,other,412434
2021-07-24,netherlands,renewable_ex_nuclear,205733.25
2021-07-24,north_macedonia,fossil,68672
2021-07-24,north_macedonia,renewable_ex_nuclear,19024
2021-07-24,norway,fossil,17178
2021-07-24,norway,renewable_ex_nuclear,1899365
2021-07-24,poland,fossil,2182333
2021-07-24,poland,renewable_ex_nuclear,343010
2021-07-24,portugal,fossil,287491
2021-07-24,portugal,other,3073
2021-07-24,portugal,renewable_ex_nuclear,440627
2021-07-24,republic_of_moldova,fossil,87108
2021-07-24,republic_of_moldova,renewable_ex_nuclear,6539
2021-07-24,romania,fossil,365194
2021-07-24,romania,nuclear,175766.25
2021-07-24,romania,renewable_ex_nuclear,369832.25
2021-07-24,serbia,fossil,347119
2021-07-24,serbia,other,14009
2021-07-24,serbia,renewable_ex_nuclear,164219
2021-07-24,slovakia,fossil,67817
2021-07-24,slovakia,nuclear,274807
2021-07-24,slovakia,other,18554
2021-07-24,slovakia,renewable_ex_nuclear,108956
2021-07-24,slovenia,fossil,36722
2021-07-24,slovenia,nuclear,96462
2021-07-24,slovenia,renewable_ex_nuclear,80115
2021-07-24,spain,fossil,1176126
2021-07-24,spain,nuclear,1003146
2021-07-24,spain,other,8232
2021-07-24,spain,renewable_ex_nuclear,1839766
2021-07-24,sweden,nuclear,663363
2021-07-24,sweden,other,76122
2021-07-24,sweden,renewable_ex_nuclear,1287426
2021-07-24,switzerland,nuclear,243367
2021-07-24,switzerland,renewable_ex_nuclear,475581
2021-07-31,austria,fossil,14400
2021-07-31,austria,other,3168
2021-07-31,austria,renewable_ex_nuclear,1091227.25
2021-07-31,belgium,fossil,245838
2021-07-31,belgium,nuclear,831587
2021-07-31,belgium,other,85525
2021-07-31,belgium,renewable_ex_nuclear,260497
2021-07-31,bosnia_herzegovina,fossil,163718
2021-07-31,bosnia_herzegovina,renewable_ex_nuclear,52957
2021-07-31,bulgaria,fossil,286502
2021-07-31,bulgaria,nuclear,297968
2021-07-31,bulgaria,renewable_ex_nuclear,123476
2021-07-31,croatia,fossil,73849
2021-07-31,croatia,renewable_ex_nuclear,112078
2021-07-31,czech_republic,fossil,509146
2021-07-31,czech_republic,nuclear,411647
2021-07-31,czech_republic,renewable_ex_nuclear,208600
2021-07-31,denmark,fossil,90233
2021-07-31,denmark,renewable_ex_nuclear,275747
2021-07-31,estonia,fossil,53547
2021-07-31,estonia,renewable_ex_nuclear,26388
2021-07-31,finland,fossil,59642
2021-07-31,finland,nuclear,395842
2021-07-31,finland,other,4915
2021-07-31,finland,renewable_ex_nuclear,318983
2021-07-31,france,fossil,171953
2021-07-31,france,nuclear,5643898
2021-07-31,france,renewable_ex_nuclear,1634709
2021-07-31,germany,fossil,2534485
2021-07-31,germany,nuclear,1117081.5
2021-07-31,germany,other,32303
2021-07-31,germany,renewable_ex_nuclear,3479641.25
2021-07-31,greece,fossil,719497
2021-07-31,greece,renewable_ex_nuclear,300914
2021-07-31,hungary,fossil,178561.75
2021-07-31,hungary,nuclear,267286.25
2021-07-31,hungary,other,9458
2021-07-31,hungary,renewable_ex_nuclear,81306.75
2021-07-31,ireland,fossil,165997
2021-07-31,ireland,other,1605.5
2021-07-31,ireland,renewable_ex_nuclear,83432
2021-07-31,italy,fossil,2130923
